spec,geovar,term,coef,se,stat,p,n,collin,err,palier,mesure
spec5,sanction_nontrade,sanction_nontrade,-0.0803877356713086,0.0230442292773469,-3.48841068641562,0.000485901123365584,778448,"","",C,(palier commun)
spec5,n_common_sanctioners,n_common_sanctioners,0.0736385072441622,0.0194578677163127,3.78451063178041,0.000154011324096009,778448,"","",C,(palier commun)
spec6,ipd,ipd,0.0292831184423828,0.0382003547613258,0.766566662151241,0.443339203121905,623812,"","",C,(palier commun)
spec6,polyarchy_dist,polyarchy_dist,-0.176823858001056,0.151878018416275,-1.16424917736554,0.244323046100548,623812,"","",C,(palier commun)
spec6,sanction_nontrade,sanction_nontrade,0.0419519278258816,0.0445130575665644,0.942463405555708,0.345955438181513,623812,"","",C,(palier commun)
spec6,n_common_sanctioners,n_common_sanctioners,0.0351260777747502,0.026785056174972,1.31140579079958,0.189720703459148,623812,"","",C,(palier commun)
spec7,ipd,ipd,-0.0293929826406864,0.022216510258621,-1.32302428682653,0.185827301302552,778109,"","",C,(palier commun)
spec7,polyarchy_dist,polyarchy_dist,-0.00748740862556894,0.0620458930384169,-0.120675330129151,0.903948199874612,778109,"","",C,(palier commun)
spec7,sanction_nontrade,sanction_nontrade,-0.0849622897711486,0.0200210550854903,-4.24364697106912,2.19916226899538e-05,778109,"","",C,(palier commun)
spec7,n_common_sanctioners,n_common_sanctioners,0.0726467945559896,0.0176670120906561,4.1120023116083,3.92242371005288e-05,778109,"","",C,(palier commun)
spec8,ipd,pair_nato::non:ipd,-0.00637752480465224,0.0294180325314526,-0.216789644169223,0.828372282805722,778448,"","",C,(palier commun)
spec8,ipd,pair_nato::inter:ipd,-0.00511848909536728,0.0280616616863935,-0.182401496838269,0.855267651204252,778448,"","",C,(palier commun)
spec8,ipd,pair_nato::intra:ipd,-0.106513437181798,0.0346032664680999,-3.07813244394113,0.00208302314771764,778448,"","",C,(palier commun)
spec8,polyarchy_dist,pair_nato::non:polyarchy_dist,-0.0162593226438385,0.0804236428041306,-0.202170929802789,0.839783098516489,778448,"","",C,(palier commun)
spec8,polyarchy_dist,pair_nato::inter:polyarchy_dist,-0.0315397513605149,0.0795181474409942,-0.396635892252378,0.691635980831278,778448,"","",C,(palier commun)
spec8,polyarchy_dist,pair_nato::intra:polyarchy_dist,-0.00209614792264974,0.112596082311083,-0.0186165262558467,0.985147019075068,778448,"","",C,(palier commun)
spec8,sanction_nontrade,pair_nato::non:sanction_nontrade,-0.0315077273105291,0.0633166466570843,-0.497621541475046,0.618750817650193,778448,"","",C,(palier commun)
spec8,sanction_nontrade,pair_nato::inter:sanction_nontrade,-0.077831048691124,0.0236114854877147,-3.29632156060746,0.000979598215171872,778448,"","",C,(palier commun)
spec8,sanction_nontrade,pair_nato::intra:sanction_nontrade,-0.0990176420806799,0.0249884180468345,-3.9625414420031,7.41561297499681e-05,778448,"","",C,(palier commun)
spec8,n_common_sanctioners,pair_nato::non:n_common_sanctioners,0.0325341569108763,0.0308075259614703,1.05604575166358,0.290947312866847,778448,"","",C,(palier commun)
spec8,n_common_sanctioners,pair_nato::inter:n_common_sanctioners,0.0849019343703569,0.0143738844279745,5.90667990937235,3.4907105224841e-09,778448,"","",C,(palier commun)
spec8,n_common_sanctioners,pair_nato::intra:n_common_sanctioners,0.124003891464664,0.0178246528897361,6.95687552693205,3.47902080077059e-12,778448,"","",C,(palier commun)
spec9,ipd,pair_nato::non:ipd,0.0414420141051589,0.0530709772364687,0.780879046573902,0.434873636925958,623812,"","",C,(palier commun)
spec9,ipd,pair_nato::inter:ipd,0.0341757011730954,0.0484277558660109,0.705704829016899,0.480371717283109,623812,"","",C,(palier commun)
spec9,ipd,pair_nato::intra:ipd,0.000171012805318517,0.0663181518457095,0.00257867266440689,0.997942519173927,623812,"","",C,(palier commun)
spec9,polyarchy_dist,pair_nato::non:polyarchy_dist,-0.516477540386458,0.193716500486225,-2.6661515105327,0.00767251062744828,623812,"","",C,(palier commun)
spec9,polyarchy_dist,pair_nato::inter:polyarchy_dist,-0.102746278349479,0.175536144648277,-0.585328329702991,0.558326969512161,623812,"","",C,(palier commun)
spec9,polyarchy_dist,pair_nato::intra:polyarchy_dist,0.837185814417505,0.393775467361341,2.12604868461568,0.0334992060294474,623812,"","",C,(palier commun)
spec9,sanction_nontrade,pair_nato::non:sanction_nontrade,-0.0043527993062304,0.106387009888204,-0.0409147630975295,0.967363848052939,623812,"","",C,(palier commun)
spec9,sanction_nontrade,pair_nato::inter:sanction_nontrade,0.00122495266250584,0.0472422089398434,0.0259291995441121,0.979313810003973,623812,"","",C,(palier commun)
spec9,sanction_nontrade,pair_nato::intra:sanction_nontrade,0.107475705108797,0.0611325248258633,1.75807731506172,0.0787343550361852,623812,"","",C,(palier commun)
spec9,n_common_sanctioners,pair_nato::non:n_common_sanctioners,0.0559282507927071,0.0397564189481927,1.40677285007958,0.159494755701252,623812,"","",C,(palier commun)
spec9,n_common_sanctioners,pair_nato::inter:n_common_sanctioners,-0.000384831628632608,0.0347424942485862,-0.0110766839559387,0.991162265608284,623812,"","",C,(palier commun)
spec9,n_common_sanctioners,pair_nato::intra:n_common_sanctioners,0.0421418007459015,0.0390997058333221,1.07780352429114,0.281121446439035,623812,"","",C,(palier commun)
spec10,ipd,period::1995-2007:ipd,0.0363744860515163,0.0203509413894888,1.78736134881228,0.0738791043873554,778448,"","",C,(palier commun)
spec10,ipd,period::2008-2013:ipd,-0.00510519498440259,0.018524735667859,-0.27558800708073,0.782864522051558,778448,"","",C,(palier commun)
spec10,ipd,period::2014-2017:ipd,-0.0592331877959729,0.0186099903554008,-3.18287041877927,0.00145822859199551,778448,"","",C,(palier commun)
spec10,ipd,period::2018-2021:ipd,-0.106893872363327,0.0209624514055249,-5.09930209475184,3.40908094703992e-07,778448,"","",C,(palier commun)
spec10,ipd,period::2022-2024:ipd,-0.158078717127986,0.0289440925486055,-5.46151919817582,4.72077184570043e-08,778448,"","",C,(palier commun)
spec10,polyarchy_dist,period::1995-2007:polyarchy_dist,0.20622949453319,0.0677933661214085,3.04203060464443,0.0023498800105765,778448,"","",C,(palier commun)
spec10,polyarchy_dist,period::2008-2013:polyarchy_dist,0.148096371324209,0.0657769822439172,2.25149233473545,0.0243543718414086,778448,"","",C,(palier commun)
spec10,polyarchy_dist,period::2014-2017:polyarchy_dist,-0.011306509135154,0.0598434705651466,-0.188934716325411,0.850143983867863,778448,"","",C,(palier commun)
spec10,polyarchy_dist,period::2018-2021:polyarchy_dist,-0.143319860172272,0.0626161361294798,-2.28886464466461,0.022087218046322,778448,"","",C,(palier commun)
spec10,polyarchy_dist,period::2022-2024:polyarchy_dist,-0.299013521069029,0.0814612559151495,-3.67062252735808,0.000241960446869665,778448,"","",C,(palier commun)
spec10,sanction_nontrade,period::1995-2007:sanction_nontrade,0.0255834556784593,0.0269239068514339,0.950213348294096,0.342003857470374,778448,"","",C,(palier commun)
spec10,sanction_nontrade,period::2008-2013:sanction_nontrade,0.0583471272778073,0.0239533054680036,2.43586954442452,0.0148560412493679,778448,"","",C,(palier commun)
spec10,sanction_nontrade,period::2014-2017:sanction_nontrade,-0.0279498311980564,0.02339214886945,-1.19483812086023,0.232150283135995,778448,"","",C,(palier commun)
spec10,sanction_nontrade,period::2018-2021:sanction_nontrade,-0.144000088649044,0.0246268772198685,-5.84727358501092,4.99695293687408e-09,778448,"","",C,(palier commun)
spec10,sanction_nontrade,period::2022-2024:sanction_nontrade,-0.225669435028859,0.0431495660351571,-5.22993521754052,1.6956945036318e-07,778448,"","",C,(palier commun)
spec10,n_common_sanctioners,period::1995-2007:n_common_sanctioners,-0.00381046806112574,0.0164173359410676,-0.232100267351778,0.816460137230885,778448,"","",C,(palier commun)
spec10,n_common_sanctioners,period::2008-2013:n_common_sanctioners,-0.0232107734895126,0.0173937752931148,-1.33442988071143,0.182063012705389,778448,"","",C,(palier commun)
spec10,n_common_sanctioners,period::2014-2017:n_common_sanctioners,0.0359724128509617,0.0144672649955125,2.48646947865542,0.0129017636061063,778448,"","",C,(palier commun)
spec10,n_common_sanctioners,period::2018-2021:n_common_sanctioners,0.0826461175197634,0.0209042987994283,3.95354650795671,7.70012884532478e-05,778448,"","",C,(palier commun)
spec10,n_common_sanctioners,period::2022-2024:n_common_sanctioners,0.0998810641781356,0.0216463038505551,4.61423182764637,3.9455184127577e-06,778448,"","",C,(palier commun)
rob1,ipd,ipd,-0.0889133371744461,0.029985896388704,-2.96517189354195,0.0030251384704562,778448,"","",C,(palier commun)
rob1,ipd,I(ipd^2),0.0265317999846202,0.00851625826486043,3.11542923658093,0.00183677413474526,778448,"","",C,(palier commun)
rob1,polyarchy_dist,polyarchy_dist,-0.346148533995006,0.124465607940769,-2.78107775892383,0.00541787583453414,778448,"","",C,(palier commun)
rob1,polyarchy_dist,I(polyarchy_dist^2),0.496500204304908,0.191716308114774,2.58976510233897,0.00960414416196009,778448,"","",C,(palier commun)
rob1,sanction_nontrade,sanction_nontrade,-0.0803877356713105,0.0198847719754556,-4.04267827514118,5.28441061521213e-05,778448,I(sanction_nontrade^2),"",C,(palier commun)
rob1,n_common_sanctioners,n_common_sanctioners,0.146522609738966,0.0178627591805587,8.20268628479506,2.3507406926713e-16,778448,"","",C,(palier commun)
rob1,n_common_sanctioners,I(n_common_sanctioners^2),-0.0229827078723997,0.00705539068679457,-3.25746778494009,0.00112411017071417,778448,"","",C,(palier commun)
rob2,ipd,ipd,-0.0236314564286364,0.0219786604092787,-1.07520003442339,0.28228518003489,623023,"","",C,(palier commun)
rob2,polyarchy_dist,polyarchy_dist,-0.0201109355657074,0.0610025665109209,-0.32967359761998,0.741646605477382,623023,"","",C,(palier commun)
rob2,sanction_nontrade,sanction_nontrade,-0.0804114670738401,0.0200086530861567,-4.0188345875952,5.84867113376475e-05,623023,"","",C,(palier commun)
rob2,n_common_sanctioners,n_common_sanctioners,0.0736038113942835,0.0174569271195462,4.21630971420341,2.48332644462566e-05,623023,"","",C,(palier commun)
rob3,ipd,ipd,-0.0747804225700438,0.0256484526626585,-2.91559196781163,0.00355014457836432,612074,"","",C,(palier commun)
rob3,polyarchy_dist,polyarchy_dist,-0.0441931962094244,0.0644697841278869,-0.685486958072631,0.493036687684447,612074,"","",C,(palier commun)
rob3,sanction_nontrade,sanction_nontrade,-0.0967790031933614,0.0207559800420445,-4.66270457946676,3.12080594229263e-06,612074,"","",C,(palier commun)
rob3,n_common_sanctioners,n_common_sanctioners,0.0707965081172789,0.0179557226643237,3.9428381380575,8.05230030955436e-05,612074,"","",C,(palier commun)
rob4,ipd,ipd,0.0340174726326689,0.0181128007180344,1.87809015084005,0.0603688334723796,749816,"","",C,(palier commun)
rob4,polyarchy_dist,polyarchy_dist,-0.0985646470095097,0.0590749572906175,-1.66846751195475,0.0952229560091746,749816,"","",C,(palier commun)
rob4,sanction_nontrade,sanction_nontrade,-0.0779083456877827,0.0195761796899702,-3.97975227657412,6.89871174555198e-05,749816,"","",C,(palier commun)
rob4,n_common_sanctioners,n_common_sanctioners,0.0506343646532589,0.00981904404645681,5.15675094374694,2.51271661070839e-07,749816,"","",C,(palier commun)
