composition,fenetre,annee_min_obs,annee_max_obs,N_estim,coef_ipd,se_ipd,p_ipd
full_sample,<=2014,1995,2014,607569,0.0426332005502462,0.0179923519448155,0.0178112914173397
full_sample,<=2018,1995,2018,752739,0.042825140926353,0.0152408510605815,0.00495581728433313
full_sample,<=2023,1995,2023,932281,-0.0225435747095563,0.0217556887235019,0.30010177064859
full_sample,<=2024,1995,2024,965872,-0.0662976130881276,0.0318226700561629,0.0372197518074423
full_sample,2015-2024,2015,2024,322238,-0.19834129664609,0.0425243611500072,3.09849305839176e-06
full_sample,1995-2014,1995,2014,607569,0.0426332005502462,0.0179923519448155,0.0178112914173397
