measure,type,coef,se,p,n,tier,signe_attendu,control,collin
ipd,ipd_baseline,0.0311601649264187,0.0135997581434724,0.021950152660525,476778,reference,negatif,"",""
polyarchy_dist,mesure_z,0.0045716215037373,0.0166962117101781,0.784229175696288,476778,tete,negatif,"",""
polity_dist,mesure_z,0.0127958910624623,0.0143092292720439,0.371193275018579,476778,annexe,negatif,"",""
allied_atop,mesure_z,0.0102462045810196,0.0104381835754434,0.326293001072211,476778,annexe,positif,"",""
shared_rival_mid,mesure_z,0.00261073433154874,0.00107967464182218,0.0156028576147864,476778,tete,negatif,mid_direct,""
sanction_nontrade,mesure_z,0.00880995382706255,0.00670465302029374,0.188844208666649,476778,tete,negatif,"",""
n_common_sanctioners,mesure_z,0.00998737421113895,0.00563807538209267,0.0764916303156794,476778,tete,negatif,"",""
