term,estimate,se,stat,p,model
ipd,0.0092174451007182,0.0185936220866275,0.49573155019362,0.620083824201246,PPML_same_sample
rta,0.0748552224620588,0.0204805429851902,3.65494325595701,0.000257238867150249,PPML_same_sample
ipd,0.124419495338657,0.039074456803703,3.18416442648708,0.00145172524396313,CF_IV_lag2
v_hat,-0.143413776511094,0.0332687943694556,-4.31075965418103,1.62694664294523e-05,CF_IV_lag2
rta,0.0814625570895208,0.0204917767265326,3.97537793704553,7.02675772104053e-05,CF_IV_lag2
