term,estimate,se,stat,p,model
pair_nato::non:ipd,-0.0422523603931806,0.0411166537501415,-1.02762157275591,0.304127872449541,Total_x_NATO
pair_nato::inter:ipd,-0.0567124960192898,0.037733784062279,-1.50296339019926,0.132848484858553,Total_x_NATO
pair_nato::intra:ipd,-0.152873581949354,0.0432194301917342,-3.53714940875345,0.000404470785295905,Total_x_NATO
rta,0.115348491886474,0.0234708664643078,4.91453913991139,8.89915462151555e-07,Total_x_NATO
pair_nato::non:ipd,-0.00422826645170423,0.0619103599333749,-0.0682965897186594,0.94554953880258,Strategic_x_NATO
pair_nato::inter:ipd,-0.0155134347833316,0.0521741821146687,-0.297339299909601,0.76620748062225,Strategic_x_NATO
pair_nato::intra:ipd,-0.0208458796551257,0.071505403429728,-0.291528732868587,0.770646972069833,Strategic_x_NATO
rta,0.223016080583512,0.051681943335761,4.31516437248978,1.59484189319678e-05,Strategic_x_NATO
